sample,fastq_1,fastq_2,strandedness
3162352+HT-29_HSV-1_FLAG-input_2,fastq/3162352_JCC411_July2024_F4_HSV-1FLAGinput-2_S136_L007_R1_001.fastq.gz,fastq/3162352_JCC411_July2024_F4_HSV-1FLAGinput-2_S136_L007_R2_001.fastq.gz,reverse
3162352+HT-29_HSV-1_FLAG-input_2,fastq/3162352_JCC411_July2024_F4_HSV-1FLAGinput-2_S136_L008_R1_001.fastq.gz,fastq/3162352_JCC411_July2024_F4_HSV-1FLAGinput-2_S136_L008_R2_001.fastq.gz,reverse
3162353+HT-29_HSV-1_FLAG-input_3,fastq/3162353_JCC411_July2024_G4_HSV-1FLAGinput-3_S137_L007_R1_001.fastq.gz,fastq/3162353_JCC411_July2024_G4_HSV-1FLAGinput-3_S137_L007_R2_001.fastq.gz,reverse
3162353+HT-29_HSV-1_FLAG-input_3,fastq/3162353_JCC411_July2024_G4_HSV-1FLAGinput-3_S137_L008_R1_001.fastq.gz,fastq/3162353_JCC411_July2024_G4_HSV-1FLAGinput-3_S137_L008_R2_001.fastq.gz,reverse
3162354+HT-29_HSV-1_FLAG-input_4,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S138_L007_R1_001.fastq.gz,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S138_L007_R2_001.fastq.gz,reverse
3162354+HT-29_HSV-1_FLAG-input_4,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S138_L008_R1_001.fastq.gz,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S138_L008_R2_001.fastq.gz,reverse
3162354+HT-29_HSV-1_FLAG-input_4,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S33_L001_R1_001.fastq.gz,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S33_L001_R2_001.fastq.gz,reverse
3162354+HT-29_HSV-1_FLAG-input_4,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S33_L002_R1_001.fastq.gz,fastq/3162354_JCC411_July2024_H4_HSV-1FLAGinput-4_S33_L002_R2_001.fastq.gz,reverse
3162355+HT-29_IAV_Z22-input_1,fastq/3162355_JCC411_July2024_A5_PR8Z22input-1_S139_L007_R1_001.fastq.gz,fastq/3162355_JCC411_July2024_A5_PR8Z22input-1_S139_L007_R2_001.fastq.gz,reverse
3162355+HT-29_IAV_Z22-input_1,fastq/3162355_JCC411_July2024_A5_PR8Z22input-1_S139_L008_R1_001.fastq.gz,fastq/3162355_JCC411_July2024_A5_PR8Z22input-1_S139_L008_R2_001.fastq.gz,reverse
3162356+HT-29_IAV_Z22-input_2,fastq/3162356_JCC411_July2024_B5_PR8Z22input-2_S140_L007_R1_001.fastq.gz,fastq/3162356_JCC411_July2024_B5_PR8Z22input-2_S140_L007_R2_001.fastq.gz,reverse
3162356+HT-29_IAV_Z22-input_2,fastq/3162356_JCC411_July2024_B5_PR8Z22input-2_S140_L008_R1_001.fastq.gz,fastq/3162356_JCC411_July2024_B5_PR8Z22input-2_S140_L008_R2_001.fastq.gz,reverse
3162357+HT-29_IAV_Z22-input_3,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S141_L007_R1_001.fastq.gz,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S141_L007_R2_001.fastq.gz,reverse
3162357+HT-29_IAV_Z22-input_3,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S141_L008_R1_001.fastq.gz,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S141_L008_R2_001.fastq.gz,reverse
3162357+HT-29_IAV_Z22-input_3,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S25_L001_R1_001.fastq.gz,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S25_L001_R2_001.fastq.gz,reverse
3162357+HT-29_IAV_Z22-input_3,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S25_L002_R1_001.fastq.gz,fastq/3162357_JCC411_July2024_C5_PR8Z22input-3_S25_L002_R2_001.fastq.gz,reverse
3162358+HT-29_IAV_Z22-input_4,fastq/3162358_JCC411_July2024_D5_PR8Z22input-4_S142_L007_R1_001.fastq.gz,fastq/3162358_JCC411_July2024_D5_PR8Z22input-4_S142_L007_R2_001.fastq.gz,reverse
3162358+HT-29_IAV_Z22-input_4,fastq/3162358_JCC411_July2024_D5_PR8Z22input-4_S142_L008_R1_001.fastq.gz,fastq/3162358_JCC411_July2024_D5_PR8Z22input-4_S142_L008_R2_001.fastq.gz,reverse
3162359+HT-29_IAV_FLAG-input_1,fastq/3162359_JCC411_July2024_E5_PR8FLAGinput-1_S143_L007_R1_001.fastq.gz,fastq/3162359_JCC411_July2024_E5_PR8FLAGinput-1_S143_L007_R2_001.fastq.gz,reverse
3162359+HT-29_IAV_FLAG-input_1,fastq/3162359_JCC411_July2024_E5_PR8FLAGinput-1_S143_L008_R1_001.fastq.gz,fastq/3162359_JCC411_July2024_E5_PR8FLAGinput-1_S143_L008_R2_001.fastq.gz,reverse
3162360+HT-29_IAV_FLAG-input_2,fastq/3162360_JCC411_July2024_F5_PR8FLAGinput-2_S144_L007_R1_001.fastq.gz,fastq/3162360_JCC411_July2024_F5_PR8FLAGinput-2_S144_L007_R2_001.fastq.gz,reverse
3162360+HT-29_IAV_FLAG-input_2,fastq/3162360_JCC411_July2024_F5_PR8FLAGinput-2_S144_L008_R1_001.fastq.gz,fastq/3162360_JCC411_July2024_F5_PR8FLAGinput-2_S144_L008_R2_001.fastq.gz,reverse
3162361+HT-29_IAV_FLAG-input_3,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S145_L007_R1_001.fastq.gz,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S145_L007_R2_001.fastq.gz,reverse
3162361+HT-29_IAV_FLAG-input_3,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S145_L008_R1_001.fastq.gz,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S145_L008_R2_001.fastq.gz,reverse
3162361+HT-29_IAV_FLAG-input_3,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S26_L001_R1_001.fastq.gz,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S26_L001_R2_001.fastq.gz,reverse
3162361+HT-29_IAV_FLAG-input_3,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S26_L002_R1_001.fastq.gz,fastq/3162361_JCC411_July2024_G5_PR8FLAGinput-3_S26_L002_R2_001.fastq.gz,reverse
3162362+HT-29_IAV_FLAG-input_4,fastq/3162362_JCC411_July2024_H5_PR8FLAGinput-4_S146_L007_R1_001.fastq.gz,fastq/3162362_JCC411_July2024_H5_PR8FLAGinput-4_S146_L007_R2_001.fastq.gz,reverse
3162362+HT-29_IAV_FLAG-input_4,fastq/3162362_JCC411_July2024_H5_PR8FLAGinput-4_S146_L008_R1_001.fastq.gz,fastq/3162362_JCC411_July2024_H5_PR8FLAGinput-4_S146_L008_R2_001.fastq.gz,reverse
